# Emoji 17.0 单码位纯净版（机器可读）
# 生成日期: 2026-02-13
# 说明: 仅包含单码位Emoji，已过滤所有多码位序列
# 字段: 字符\t码位\t状态\t版本\t名称
# 单码位定义: 码位字段不含空格
💷	1F4B7	fully-qualified	E1.0	pound banknote
💸	1F4B8	fully-qualified	E0.6	money with wings
💳	1F4B3	fully-qualified	E0.6	credit card
🧾	1F9FE	fully-qualified	E11.0	receipt
💹	1F4B9	fully-qualified	E0.6	chart increasing with yen
✉	2709	unqualified	E0.6	envelope
📧	1F4E7	fully-qualified	E0.6	e-mail
📨	1F4E8	fully-qualified	E0.6	incoming envelope
📩	1F4E9	fully-qualified	E0.6	envelope with arrow
📤	1F4E4	fully-qualified	E0.6	outbox tray
📥	1F4E5	fully-qualified	E0.6	inbox tray
📦	1F4E6	fully-qualified	E0.6	package
📫	1F4EB	fully-qualified	E0.6	closed mailbox with raised flag
📪	1F4EA	fully-qualified	E0.6	closed mailbox with lowered flag
📬	1F4EC	fully-qualified	E0.7	open mailbox with raised flag
📭	1F4ED	fully-qualified	E0.7	open mailbox with lowered flag
📮	1F4EE	fully-qualified	E0.6	postbox
🗳	1F5F3	unqualified	E0.7	ballot box with ballot
✏	270F	unqualified	E0.6	pencil
✒	2712	unqualified	E0.6	black nib
🖋	1F58B	unqualified	E0.7	fountain pen
🖊	1F58A	unqualified	E0.7	pen
🖌	1F58C	unqualified	E0.7	paintbrush
🖍	1F58D	unqualified	E0.7	crayon
📝	1F4DD	fully-qualified	E0.6	memo
💼	1F4BC	fully-qualified	E0.6	briefcase
📁	1F4C1	fully-qualified	E0.6	file folder
📂	1F4C2	fully-qualified	E0.6	open file folder
🗂	1F5C2	unqualified	E0.7	card index dividers
📅	1F4C5	fully-qualified	E0.6	calendar
📆	1F4C6	fully-qualified	E0.6	tear-off calendar
🗒	1F5D2	unqualified	E0.7	spiral notepad
🗓	1F5D3	unqualified	E0.7	spiral calendar
📇	1F4C7	fully-qualified	E0.6	card index
📈	1F4C8	fully-qualified	E0.6	chart increasing
📉	1F4C9	fully-qualified	E0.6	chart decreasing
📊	1F4CA	fully-qualified	E0.6	bar chart
📋	1F4CB	fully-qualified	E0.6	clipboard
📌	1F4CC	fully-qualified	E0.6	pushpin
📍	1F4CD	fully-qualified	E0.6	round pushpin
📎	1F4CE	fully-qualified	E0.6	paperclip
🖇	1F587	unqualified	E0.7	linked paperclips
📏	1F4CF	fully-qualified	E0.6	straight ruler
📐	1F4D0	fully-qualified	E0.6	triangular ruler
✂	2702	unqualified	E0.6	scissors
🗃	1F5C3	unqualified	E0.7	card file box
🗄	1F5C4	unqualified	E0.7	file cabinet
🗑	1F5D1	unqualified	E0.7	wastebasket
🔒	1F512	fully-qualified	E0.6	locked
🔓	1F513	fully-qualified	E0.6	unlocked
🔏	1F50F	fully-qualified	E0.6	locked with pen
🔐	1F510	fully-qualified	E0.6	locked with key
🔑	1F511	fully-qualified	E0.6	key
🗝	1F5DD	unqualified	E0.7	old key
🔨	1F528	fully-qualified	E0.6	hammer
🪓	1FA93	fully-qualified	E12.0	axe
⛏	26CF	unqualified	E0.7	pick
⚒	2692	unqualified	E1.0	hammer and pick
🛠	1F6E0	unqualified	E0.7	hammer and wrench
🗡	1F5E1	unqualified	E0.7	dagger
⚔	2694	unqualified	E1.0	crossed swords
💣	1F4A3	fully-qualified	E0.6	bomb
🪃	1FA83	fully-qualified	E13.0	boomerang
🏹	1F3F9	fully-qualified	E1.0	bow and arrow
🛡	1F6E1	unqualified	E0.7	shield
🪚	1FA9A	fully-qualified	E13.0	carpentry saw
🔧	1F527	fully-qualified	E0.6	wrench
🪛	1FA9B	fully-qualified	E13.0	screwdriver
🔩	1F529	fully-qualified	E0.6	nut and bolt
⚙	2699	unqualified	E1.0	gear
🗜	1F5DC	unqualified	E0.7	clamp
⚖	2696	unqualified	E1.0	balance scale
🦯	1F9AF	fully-qualified	E12.0	white cane
🔗	1F517	fully-qualified	E0.6	link
⛓	26D3	unqualified	E0.7	chains
🪝	1FA9D	fully-qualified	E13.0	hook
🧰	1F9F0	fully-qualified	E11.0	toolbox
🧲	1F9F2	fully-qualified	E11.0	magnet
🪜	1FA9C	fully-qualified	E13.0	ladder
🪏	1FA8F	fully-qualified	E16.0	shovel
⚗	2697	unqualified	E1.0	alembic
🧪	1F9EA	fully-qualified	E11.0	test tube
🧫	1F9EB	fully-qualified	E11.0	petri dish
🧬	1F9EC	fully-qualified	E11.0	dna
🔬	1F52C	fully-qualified	E1.0	microscope
🔭	1F52D	fully-qualified	E1.0	telescope
📡	1F4E1	fully-qualified	E0.6	satellite antenna
💉	1F489	fully-qualified	E0.6	syringe
🩸	1FA78	fully-qualified	E12.0	drop of blood
💊	1F48A	fully-qualified	E0.6	pill
🩹	1FA79	fully-qualified	E12.0	adhesive bandage
🩼	1FA7C	fully-qualified	E14.0	crutch
🩺	1FA7A	fully-qualified	E12.0	stethoscope
🩻	1FA7B	fully-qualified	E14.0	x-ray
🚪	1F6AA	fully-qualified	E0.6	door
🛗	1F6D7	fully-qualified	E13.0	elevator
🪞	1FA9E	fully-qualified	E13.0	mirror
🪟	1FA9F	fully-qualified	E13.0	window
🛏	1F6CF	unqualified	E0.7	bed
🛋	1F6CB	unqualified	E0.7	couch and lamp
🪑	1FA91	fully-qualified	E12.0	chair
🚽	1F6BD	fully-qualified	E0.6	toilet
🪠	1FAA0	fully-qualified	E13.0	plunger
🚿	1F6BF	fully-qualified	E1.0	shower
🛁	1F6C1	fully-qualified	E1.0	bathtub
🪤	1FAA4	fully-qualified	E13.0	mouse trap
🪒	1FA92	fully-qualified	E12.0	razor
🧴	1F9F4	fully-qualified	E11.0	lotion bottle
🧷	1F9F7	fully-qualified	E11.0	safety pin
🧹	1F9F9	fully-qualified	E11.0	broom
🧺	1F9FA	fully-qualified	E11.0	basket
🧻	1F9FB	fully-qualified	E11.0	roll of paper
🪣	1FAA3	fully-qualified	E13.0	bucket
🧼	1F9FC	fully-qualified	E11.0	soap
🫧	1FAE7	fully-qualified	E14.0	bubbles
🪥	1FAA5	fully-qualified	E13.0	toothbrush
🧽	1F9FD	fully-qualified	E11.0	sponge
🧯	1F9EF	fully-qualified	E11.0	fire extinguisher
🛒	1F6D2	fully-qualified	E3.0	shopping cart
🚬	1F6AC	fully-qualified	E0.6	cigarette
⚰	26B0	unqualified	E1.0	coffin
🪦	1FAA6	fully-qualified	E13.0	headstone
⚱	26B1	unqualified	E1.0	funeral urn
🧿	1F9FF	fully-qualified	E11.0	nazar amulet
🪬	1FAAC	fully-qualified	E14.0	hamsa
🗿	1F5FF	fully-qualified	E0.6	moai
🪧	1FAA7	fully-qualified	E13.0	placard
🪪	1FAAA	fully-qualified	E14.0	identification card
🏧	1F3E7	fully-qualified	E0.6	ATM sign
🚮	1F6AE	fully-qualified	E1.0	litter in bin sign
🚰	1F6B0	fully-qualified	E1.0	potable water
♿	267F	fully-qualified	E0.6	wheelchair symbol
🚹	1F6B9	fully-qualified	E0.6	men’s room
🚺	1F6BA	fully-qualified	E0.6	women’s room
🚻	1F6BB	fully-qualified	E0.6	restroom
🚼	1F6BC	fully-qualified	E0.6	baby symbol
🚾	1F6BE	fully-qualified	E0.6	water closet
🛂	1F6C2	fully-qualified	E1.0	passport control
🛃	1F6C3	fully-qualified	E1.0	customs
🛄	1F6C4	fully-qualified	E1.0	baggage claim
🛅	1F6C5	fully-qualified	E1.0	left luggage
⚠	26A0	unqualified	E0.6	warning
🚸	1F6B8	fully-qualified	E1.0	children crossing
⛔	26D4	fully-qualified	E0.6	no entry
🚫	1F6AB	fully-qualified	E0.6	prohibited
🚳	1F6B3	fully-qualified	E1.0	no bicycles
🚭	1F6AD	fully-qualified	E0.6	no smoking
🚯	1F6AF	fully-qualified	E1.0	no littering
🚱	1F6B1	fully-qualified	E1.0	non-potable water
🚷	1F6B7	fully-qualified	E1.0	no pedestrians
📵	1F4F5	fully-qualified	E1.0	no mobile phones
🔞	1F51E	fully-qualified	E0.6	no one under eighteen
☢	2622	unqualified	E1.0	radioactive
☣	2623	unqualified	E1.0	biohazard
⬆	2B06	unqualified	E0.6	up arrow
↗	2197	unqualified	E0.6	up-right arrow
➡	27A1	unqualified	E0.6	right arrow
↘	2198	unqualified	E0.6	down-right arrow
⬇	2B07	unqualified	E0.6	down arrow
↙	2199	unqualified	E0.6	down-left arrow
⬅	2B05	unqualified	E0.6	left arrow
↖	2196	unqualified	E0.6	up-left arrow
↕	2195	unqualified	E0.6	up-down arrow
↔	2194	unqualified	E0.6	left-right arrow
↩	21A9	unqualified	E0.6	right arrow curving left
↪	21AA	unqualified	E0.6	left arrow curving right
⤴	2934	unqualified	E0.6	right arrow curving up
⤵	2935	unqualified	E0.6	right arrow curving down
🔃	1F503	fully-qualified	E0.6	clockwise vertical arrows
🔄	1F504	fully-qualified	E1.0	counterclockwise arrows button
🔙	1F519	fully-qualified	E0.6	BACK arrow
🔚	1F51A	fully-qualified	E0.6	END arrow
🔛	1F51B	fully-qualified	E0.6	ON! arrow
🔜	1F51C	fully-qualified	E0.6	SOON arrow
🔝	1F51D	fully-qualified	E0.6	TOP arrow
🛐	1F6D0	fully-qualified	E1.0	place of worship
⚛	269B	unqualified	E1.0	atom symbol
🕉	1F549	unqualified	E0.7	om
✡	2721	unqualified	E0.7	star of David
☸	2638	unqualified	E0.7	wheel of dharma
☯	262F	unqualified	E0.7	yin yang
✝	271D	unqualified	E0.7	latin cross
☦	2626	unqualified	E1.0	orthodox cross
☪	262A	unqualified	E0.7	star and crescent
☮	262E	unqualified	E1.0	peace symbol
🕎	1F54E	fully-qualified	E1.0	menorah
🔯	1F52F	fully-qualified	E0.6	dotted six-pointed star
🪯	1FAAF	fully-qualified	E15.0	khanda
♈	2648	fully-qualified	E0.6	Aries
♉	2649	fully-qualified	E0.6	Taurus
♊	264A	fully-qualified	E0.6	Gemini
♋	264B	fully-qualified	E0.6	Cancer
♌	264C	fully-qualified	E0.6	Leo
♍	264D	fully-qualified	E0.6	Virgo
♎	264E	fully-qualified	E0.6	Libra
♏	264F	fully-qualified	E0.6	Scorpio
♐	2650	fully-qualified	E0.6	Sagittarius
♑	2651	fully-qualified	E0.6	Capricorn
♒	2652	fully-qualified	E0.6	Aquarius
♓	2653	fully-qualified	E0.6	Pisces
⛎	26CE	fully-qualified	E0.6	Ophiuchus
🔀	1F500	fully-qualified	E1.0	shuffle tracks button
🔁	1F501	fully-qualified	E1.0	repeat button
🔂	1F502	fully-qualified	E1.0	repeat single button
▶	25B6	unqualified	E0.6	play button
⏩	23E9	fully-qualified	E0.6	fast-forward button
⏭	23ED	unqualified	E0.7	next track button
⏯	23EF	unqualified	E1.0	play or pause button
◀	25C0	unqualified	E0.6	reverse button
⏪	23EA	fully-qualified	E0.6	fast reverse button
⏮	23EE	unqualified	E0.7	last track button
🔼	1F53C	fully-qualified	E0.6	upwards button
⏫	23EB	fully-qualified	E0.6	fast up button
🔽	1F53D	fully-qualified	E0.6	downwards button
⏬	23EC	fully-qualified	E0.6	fast down button
⏸	23F8	unqualified	E0.7	pause button
⏹	23F9	unqualified	E0.7	stop button
⏺	23FA	unqualified	E0.7	record button
⏏	23CF	unqualified	E1.0	eject button
🎦	1F3A6	fully-qualified	E0.6	cinema
🔅	1F505	fully-qualified	E1.0	dim button
🔆	1F506	fully-qualified	E1.0	bright button
📶	1F4F6	fully-qualified	E0.6	antenna bars
🛜	1F6DC	fully-qualified	E15.0	wireless
📳	1F4F3	fully-qualified	E0.6	vibration mode
📴	1F4F4	fully-qualified	E0.6	mobile phone off
♀	2640	unqualified	E4.0	female sign
♂	2642	unqualified	E4.0	male sign
⚧	26A7	unqualified	E13.0	transgender symbol
✖	2716	unqualified	E0.6	multiply
➕	2795	fully-qualified	E0.6	plus
➖	2796	fully-qualified	E0.6	minus
➗	2797	fully-qualified	E0.6	divide
🟰	1F7F0	fully-qualified	E14.0	heavy equals sign
♾	267E	unqualified	E11.0	infinity
‼	203C	unqualified	E0.6	double exclamation mark
⁉	2049	unqualified	E0.6	exclamation question mark
❓	2753	fully-qualified	E0.6	red question mark
❔	2754	fully-qualified	E0.6	white question mark
❕	2755	fully-qualified	E0.6	white exclamation mark
❗	2757	fully-qualified	E0.6	red exclamation mark
〰	3030	unqualified	E0.6	wavy dash
💱	1F4B1	fully-qualified	E0.6	currency exchange
💲	1F4B2	fully-qualified	E0.6	heavy dollar sign
⚕	2695	unqualified	E4.0	medical symbol
♻	267B	unqualified	E0.6	recycling symbol
⚜	269C	unqualified	E1.0	fleur-de-lis
🔱	1F531	fully-qualified	E0.6	trident emblem
📛	1F4DB	fully-qualified	E0.6	name badge
🔰	1F530	fully-qualified	E0.6	Japanese symbol for beginner
⭕	2B55	fully-qualified	E0.6	hollow red circle
✅	2705	fully-qualified	E0.6	check mark button
☑	2611	unqualified	E0.6	check box with check
✔	2714	unqualified	E0.6	check mark
❌	274C	fully-qualified	E0.6	cross mark
❎	274E	fully-qualified	E0.6	cross mark button
➰	27B0	fully-qualified	E0.6	curly loop
➿	27BF	fully-qualified	E1.0	double curly loop
〽	303D	unqualified	E0.6	part alternation mark
✳	2733	unqualified	E0.6	eight-spoked asterisk
✴	2734	unqualified	E0.6	eight-pointed star
❇	2747	unqualified	E0.6	sparkle
©	00A9	unqualified	E0.6	copyright
®	00AE	unqualified	E0.6	registered
™	2122	unqualified	E0.6	trade mark
🫟	1FADF	fully-qualified	E16.0	splatter
🔟	1F51F	fully-qualified	E0.6	keycap: 10
🔠	1F520	fully-qualified	E0.6	input latin uppercase
🔡	1F521	fully-qualified	E0.6	input latin lowercase
🔢	1F522	fully-qualified	E0.6	input numbers
🔣	1F523	fully-qualified	E0.6	input symbols
🔤	1F524	fully-qualified	E0.6	input latin letters
🅰	1F170	unqualified	E0.6	A button (blood type)
🆎	1F18E	fully-qualified	E0.6	AB button (blood type)
🅱	1F171	unqualified	E0.6	B button (blood type)
🆑	1F191	fully-qualified	E0.6	CL button
🆒	1F192	fully-qualified	E0.6	COOL button
🆓	1F193	fully-qualified	E0.6	FREE button
ℹ	2139	unqualified	E0.6	information
🆔	1F194	fully-qualified	E0.6	ID button
Ⓜ	24C2	unqualified	E0.6	circled M
🆕	1F195	fully-qualified	E0.6	NEW button
🆖	1F196	fully-qualified	E0.6	NG button
🅾	1F17E	unqualified	E0.6	O button (blood type)
🆗	1F197	fully-qualified	E0.6	OK button
🅿	1F17F	unqualified	E0.6	P button
🆘	1F198	fully-qualified	E0.6	SOS button
🆙	1F199	fully-qualified	E0.6	UP! button
🆚	1F19A	fully-qualified	E0.6	VS button
🈁	1F201	fully-qualified	E0.6	Japanese “here” button
🈂	1F202	unqualified	E0.6	Japanese “service charge” button
🈷	1F237	unqualified	E0.6	Japanese “monthly amount” button
🈶	1F236	fully-qualified	E0.6	Japanese “not free of charge” button
🈯	1F22F	fully-qualified	E0.6	Japanese “reserved” button
🉐	1F250	fully-qualified	E0.6	Japanese “bargain” button
🈹	1F239	fully-qualified	E0.6	Japanese “discount” button
🈚	1F21A	fully-qualified	E0.6	Japanese “free of charge” button
🈲	1F232	fully-qualified	E0.6	Japanese “prohibited” button
🉑	1F251	fully-qualified	E0.6	Japanese “acceptable” button
🈸	1F238	fully-qualified	E0.6	Japanese “application” button
🈴	1F234	fully-qualified	E0.6	Japanese “passing grade” button
🈳	1F233	fully-qualified	E0.6	Japanese “vacancy” button
㊗	3297	unqualified	E0.6	Japanese “congratulations” button
㊙	3299	unqualified	E0.6	Japanese “secret” button
🈺	1F23A	fully-qualified	E0.6	Japanese “open for business” button
🈵	1F235	fully-qualified	E0.6	Japanese “no vacancy” button
🔴	1F534	fully-qualified	E0.6	red circle
🟠	1F7E0	fully-qualified	E12.0	orange circle
🟡	1F7E1	fully-qualified	E12.0	yellow circle
🟢	1F7E2	fully-qualified	E12.0	green circle
🔵	1F535	fully-qualified	E0.6	blue circle
🟣	1F7E3	fully-qualified	E12.0	purple circle
🟤	1F7E4	fully-qualified	E12.0	brown circle
⚫	26AB	fully-qualified	E0.6	black circle
⚪	26AA	fully-qualified	E0.6	white circle
🟥	1F7E5	fully-qualified	E12.0	red square
🟧	1F7E7	fully-qualified	E12.0	orange square
🟨	1F7E8	fully-qualified	E12.0	yellow square
🟩	1F7E9	fully-qualified	E12.0	green square
🟦	1F7E6	fully-qualified	E12.0	blue square
🟪	1F7EA	fully-qualified	E12.0	purple square
🟫	1F7EB	fully-qualified	E12.0	brown square
⬛	2B1B	fully-qualified	E0.6	black large square
⬜	2B1C	fully-qualified	E0.6	white large square
◼	25FC	unqualified	E0.6	black medium square
◻	25FB	unqualified	E0.6	white medium square
◾	25FE	fully-qualified	E0.6	black medium-small square
◽	25FD	fully-qualified	E0.6	white medium-small square
▪	25AA	unqualified	E0.6	black small square
▫	25AB	unqualified	E0.6	white small square
🔶	1F536	fully-qualified	E0.6	large orange diamond
🔷	1F537	fully-qualified	E0.6	large blue diamond
🔸	1F538	fully-qualified	E0.6	small orange diamond
🔹	1F539	fully-qualified	E0.6	small blue diamond
🔺	1F53A	fully-qualified	E0.6	red triangle pointed up
🔻	1F53B	fully-qualified	E0.6	red triangle pointed down
💠	1F4A0	fully-qualified	E0.6	diamond with a dot
🔘	1F518	fully-qualified	E0.6	radio button
🔳	1F533	fully-qualified	E0.6	white square button
🔲	1F532	fully-qualified	E0.6	black square button
🏁	1F3C1	fully-qualified	E0.6	chequered flag
🚩	1F6A9	fully-qualified	E0.6	triangular flag
🎌	1F38C	fully-qualified	E0.6	crossed flags
🏴	1F3F4	fully-qualified	E1.0	black flag
🏳	1F3F3	unqualified	E0.7	white flag
